Bevölkerung nach Geschlecht, 3 unregelmäßigen Altersgruppen und Nationalität seit 2008 - Zählbezirke Wien | Population by sex, 3 broad age groups and nationality since 2008 - subdistricts of Vienna;;;;;;;;
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;SEX;AGR3;AUT;FOR,,
AT13;90200;90299;2017;20170101;2;1;0;0,,
AT13;90200;90299;2017;20170101;2;2;0;0,,
AT13;90200;90299;2017;20170101;2;3;0;0,,
AT13;90300;90301;2017;20170101;1;1;509;206,,
AT13;90300;90301;2017;20170101;1;2;2778;1307,,
AT13;90300;90301;2017;20170101;1;3;662;104,,
AT13;90300;90301;2017;20170101;2;1;502;184,,
AT13;90300;90301;2017;20170101;2;2;2924;1283,,
AT13;90300;90301;2017;20170101;2;3;912;104,,
AT13;90300;90302;2017;20170101;1;1;410;178,,
AT13;90300;90302;2017;20170101;1;2;2221;858,,
AT13;90300;90302;2017;20170101;1;3;623;53,,
AT13;90300;90302;2017;20170101;2;1;349;165,,
AT13;90300;90302;2017;20170101;2;2;2340;897,,
AT13;90300;90302;2017;20170101;2;3;900;81,,
AT13;90300;90303;2017;20170101;1;1;277;146,,
AT13;90300;90303;2017;20170101;1;2;1365;625,,
AT13;90300;90303;2017;20170101;1;3;440;53,,
AT13;90300;90303;2017;20170101;2;1;246;134,,
AT13;90300;90303;2017;20170101;2;2;1468;701,,
AT13;90300;90303;2017;20170101;2;3;625;100,,
AT13;90300;90304;2017;20170101;1;1;380;301,,
AT13;90300;90304;2017;20170101;1;2;2257;1871,,
AT13;90300;90304;2017;20170101;1;3;495;119,,
AT13;90300;90304;2017;20170101;2;1;323;299,,
AT13;90300;90304;2017;20170101;2;2;2273;1805,,
AT13;90300;90304;2017;20170101;2;3;843;139,,
AT13;90300;90305;2017;20170101;1;1;310;221,,
AT13;90300;90305;2017;20170101;1;2;1889;1008,,
AT13;90300;90305;2017;20170101;1;3;458;74,,
AT13;90300;90305;2017;20170101;2;1;286;185,,
AT13;90300;90305;2017;20170101;2;2;2064;1036,,
AT13;90300;90305;2017;20170101;2;3;706;77,,
AT13;90300;90306;2017;20170101;1;1;605;284,,
AT13;90300;90306;2017;20170101;1;2;3576;1788,,
AT13;90300;90306;2017;20170101;1;3;834;122,,
AT13;90300;90306;2017;20170101;2;1;648;290,,
AT13;90300;90306;2017;20170101;2;2;3760;1761,,
AT13;90300;90306;2017;20170101;2;3;1383;159,,
AT13;90300;90307;2017;20170101;1;1;279;109,,
AT13;90300;90307;2017;20170101;1;2;1160;1118,,
AT13;90300;90307;2017;20170101;1;3;314;36,,
AT13;90300;90307;2017;20170101;2;1;267;111,,
AT13;90300;90307;2017;20170101;2;2;1279;621,,
AT13;90300;90307;2017;20170101;2;3;574;28,,
AT13;90300;90308;2017;20170101;1;1;68;32,,
AT13;90300;90308;2017;20170101;1;2;528;194,,
AT13;90300;90308;2017;20170101;1;3;185;5,,
AT13;90300;90308;2017;20170101;2;1;74;42,,
AT13;90300;90308;2017;20170101;2;2;465;174,,
AT13;90300;90308;2017;20170101;2;3;235;2,,
AT13;90300;90309;2017;20170101;1;1;432;137,,
AT13;90300;90309;2017;20170101;1;2;2113;789,,
AT13;90300;90309;2017;20170101;1;3;637;74,,
AT13;90300;90309;2017;20170101;2;1;430;167,,
AT13;90300;90309;2017;20170101;2;2;2333;899,,
AT13;90300;90309;2017;20170101;2;3;874;76,,
AT13;90300;90310;2017;20170101;1;1;388;210,,
AT13;90300;90310;2017;20170101;1;2;1812;1062,,
AT13;90300;90310;2017;20170101;1;3;391;89,,
AT13;90300;90310;2017;20170101;2;1;306;195,,
AT13;90300;90310;2017;20170101;2;2;1819;1010,,
AT13;90300;90310;2017;20170101;2;3;505;88,,
AT13;90300;90311;2017;20170101;1;1;281;97,,
AT13;90300;90311;2017;20170101;1;2;980;392,,
AT13;90300;90311;2017;20170101;1;3;149;25,,
AT13;90300;90311;2017;20170101;2;1;265;83,,
AT13;90300;90311;2017;20170101;2;2;1059;420,,
AT13;90300;90311;2017;20170101;2;3;303;34,,
AT13;90300;90399;2017;20170101;1;1;0;0,,
AT13;90300;90399;2017;20170101;1;2;0;0,,
AT13;90300;90399;2017;20170101;1;3;0;0,,
AT13;90300;90399;2017;20170101;2;1;0;0,,
AT13;90300;90399;2017;20170101;2;2;0;0,,
AT13;90300;90399;2017;20170101;2;3;0;0,,
AT13;90400;90401;2017;20170101;1;1;76;44,,
AT13;90400;90401;2017;20170101;1;2;545;273,,
AT13;90400;90401;2017;20170101;1;3;163;35,,
AT13;90400;90401;2017;20170101;2;1;76;52,,
AT13;90400;90401;2017;20170101;2;2;531;294,,
AT13;90400;90401;2017;20170101;2;3;230;40,,
AT13;90400;90402;2017;20170101;1;1;469;248,,
AT13;90400;90402;2017;20170101;1;2;2554;1669,,
AT13;90400;90402;2017;20170101;1;3;575;106,,
AT13;90400;90402;2017;20170101;2;1;409;223,,
AT13;90400;90402;2017;20170101;2;2;2429;1534,,
AT13;90400;90402;2017;20170101;2;3;841;123,,
AT13;90400;90403;2017;20170101;1;1;486;201,,
AT13;90400;90403;2017;20170101;1;2;2898;1392,,
AT13;90400;90403;2017;20170101;1;3;815;120,,
AT13;90400;90403;2017;20170101;2;1;475;194,,
AT13;90400;90403;2017;20170101;2;2;3017;1455,,
AT13;90400;90403;2017;20170101;2;3;1251;125,,
AT13;90400;90404;2017;20170101;1;1;291;165,,
AT13;90400;90404;2017;20170101;1;2;1603;830,,
AT13;90400;90404;2017;20170101;1;3;428;55,,
AT13;90400;90404;2017;20170101;2;1;285;112,,
AT13;90400;90404;2017;20170101;2;2;1720;900,,
AT13;90400;90404;2017;20170101;2;3;617;61,,
AT13;90400;90499;2017;20170101;1;1;0;0,,
AT13;90400;90499;2017;20170101;1;2;0;0,,
AT13;90400;90499;2017;20170101;1;3;0;0,,
AT13;90400;90499;2017;20170101;2;1;0;0,,
AT13;90400;90499;2017;20170101;2;2;0;0,,
AT13;90400;90499;2017;20170101;2;3;0;0,,
AT13;90500;90501;2017;20170101;1;1;434;200,,
AT13;90500;90501;2017;20170101;1;2;2966;1393,,
AT13;90500;90501;2017;20170101;1;3;648;96,,
AT13;90500;90501;2017;20170101;2;1;421;222,,
AT13;90500;90501;2017;20170101;2;2;2963;1416,,
AT13;90500;90501;2017;20170101;2;3;975;89,,
AT13;90500;90502;2017;20170101;1;1;814;567,,
AT13;90500;90502;2017;20170101;1;2;4361;3068,,
AT13;90500;90502;2017;20170101;1;3;919;221,,
AT13;90500;90502;2017;20170101;2;1;786;508,,
AT13;90500;90502;2017;20170101;2;2;4328;2694,,
AT13;90500;90502;2017;20170101;2;3;1385;222,,
AT13;90500;90503;2017;20170101;1;1;593;475,,
AT13;90500;90503;2017;20170101;1;2;3605;2899,,
AT13;90500;90503;2017;20170101;1;3;745;209,,
AT13;90500;90503;2017;20170101;2;1;555;468,,
AT13;90500;90503;2017;20170101;2;2;3588;2675,,
AT13;90500;90503;2017;20170101;2;3;1125;205,,
AT13;90500;90504;2017;20170101;1;1;213;118,,
AT13;90500;90504;2017;20170101;1;2;1526;1014,,
AT13;90500;90504;2017;20170101;1;3;288;56,,
AT13;90500;90504;2017;20170101;2;1;228;115,,
AT13;90500;90504;2017;20170101;2;2;1576;949,,
AT13;90500;90504;2017;20170101;2;3;381;54,,
AT13;90500;90599;2017;20170101;1;1;0;0,,
AT13;90500;90599;2017;20170101;1;2;0;0,,
AT13;90500;90599;2017;20170101;1;3;0;0,,
AT13;90500;90599;2017;20170101;2;1;0;0,,
AT13;90500;90599;2017;20170101;2;2;0;0,,
AT13;90500;90599;2017;20170101;2;3;0;0,,
AT13;90600;90601;2017;20170101;1;1;311;100,,
AT13;90600;90601;2017;20170101;1;2;2044;821,,
AT13;90600;90601;2017;20170101;1;3;482;66,,
AT13;90600;90601;2017;20170101;2;1;303;99,,
AT13;90600;90601;2017;20170101;2;2;1942;844,,
AT13;90600;90601;2017;20170101;2;3;628;66,,
AT13;90600;90602;2017;20170101;1;1;357;183,,
AT13;90600;90602;2017;20170101;1;2;2553;1396,,
AT13;90600;90602;2017;20170101;1;3;451;76,,
AT13;90600;90602;2017;20170101;2;1;335;166,,
AT13;90600;90602;2017;20170101;2;2;2482;1325,,
AT13;90600;90602;2017;20170101;2;3;635;60,,
AT13;90600;90603;2017;20170101;1;1;516;220,,
AT13;90600;90603;2017;20170101;1;2;3454;1585,,
AT13;90600;90603;2017;20170101;1;3;800;103,,
AT13;90600;90603;2017;20170101;2;1;472;191,,
AT13;90600;90603;2017;20170101;2;2;3692;1719,,
AT13;90600;90603;2017;20170101;2;3;1251;137,,
AT13;90600;90699;2017;20170101;1;1;0;0,,
AT13;90600;90699;2017;20170101;1;2;0;0,,
AT13;90600;90699;2017;20170101;1;3;0;0,,
AT13;90600;90699;2017;20170101;2;1;0;0,,
AT13;90600;90699;2017;20170101;2;2;0;0,,
AT13;90600;90699;2017;20170101;2;3;0;0,,
AT13;90700;90701;2017;20170101;1;1;262;94,,
AT13;90700;90701;2017;20170101;1;2;1441;605,,
AT13;90700;90701;2017;20170101;1;3;321;53,,
AT13;90700;90701;2017;20170101;2;1;205;86,,
AT13;90700;90701;2017;20170101;2;2;1417;644,,
AT13;90700;90701;2017;20170101;2;3;454;41,,
AT13;90700;90702;2017;20170101;1;1;162;41,,
AT13;90700;90702;2017;20170101;1;2;737;298,,
AT13;90700;90702;2017;20170101;1;3;159;20,,
AT13;90700;90702;2017;20170101;2;1;151;39,,
AT13;90700;90702;2017;20170101;2;2;848;324,,
AT13;90700;90702;2017;20170101;2;3;208;27,,
AT13;90700;90703;2017;20170101;1;1;221;40,,
AT13;90700;90703;2017;20170101;1;2;1333;512,,
AT13;90700;90703;2017;20170101;1;3;250;40,,
AT13;90700;90703;2017;20170101;2;1;200;58,,
AT13;90700;90703;2017;20170101;2;2;1363;522,,
AT13;90700;90703;2017;20170101;2;3;357;42,,
AT13;90700;90704;2017;20170101;1;1;380;141,,
AT13;90700;90704;2017;20170101;1;2;2485;1449,,
AT13;90700;90704;2017;20170101;1;3;519;94,,
AT13;90700;90704;2017;20170101;2;1;361;132,,
AT13;90700;90704;2017;20170101;2;2;2632;1314,,
AT13;90700;90704;2017;20170101;2;3;823;82,,
AT13;90700;90705;2017;20170101;1;1;299;131,,
AT13;90700;90705;2017;20170101;1;2;2011;1136,,
AT13;90700;90705;2017;20170101;1;3;319;71,,
AT13;90700;90705;2017;20170101;2;1;280;127,,
AT13;90700;90705;2017;20170101;2;2;2144;1124,,
AT13;90700;90705;2017;20170101;2;3;506;62,,
AT13;90700;90799;2017;20170101;1;1;0;0,,
AT13;90700;90799;2017;20170101;1;2;0;0,,
AT13;90700;90799;2017;20170101;1;3;0;0,,
AT13;90700;90799;2017;20170101;2;1;0;0,,
AT13;90700;90799;2017;20170101;2;2;0;0,,
AT13;90700;90799;2017;20170101;2;3;0;0,,
AT13;90800;90801;2017;20170101;1;1;216;77,,
AT13;90800;90801;2017;20170101;1;2;1351;1136,,
AT13;90800;90801;2017;20170101;1;3;280;53,,
AT13;90800;90801;2017;20170101;2;1;167;68,,
AT13;90800;90801;2017;20170101;2;2;1294;620,,
AT13;90800;90801;2017;20170101;2;3;394;39,,
AT13;90800;90802;2017;20170101;1;1;506;102,,
AT13;90800;90802;2017;20170101;1;2;2810;1223,,
AT13;90800;90802;2017;20170101;1;3;697;70,,
AT13;90800;90802;2017;20170101;2;1;469;127,,
AT13;90800;90802;2017;20170101;2;2;3014;1429,,
AT13;90800;90802;2017;20170101;2;3;998;95,,
AT13;90800;90803;2017;20170101;1;1;286;144,,
AT13;90800;90803;2017;20170101;1;2;1991;1309,,
AT13;90800;90803;2017;20170101;1;3;434;60,,
AT13;90800;90803;2017;20170101;2;1;278;142,,
AT13;90800;90803;2017;20170101;2;2;2007;910,,
AT13;90800;90803;2017;20170101;2;3;659;73,,
AT13;90800;90899;2017;20170101;1;1;0;0,,
AT13;90800;90899;2017;20170101;1;2;0;0,,
AT13;90800;90899;2017;20170101;1;3;0;0,,
AT13;90800;90899;2017;20170101;2;1;0;0,,
AT13;90800;90899;2017;20170101;2;2;0;0,,
AT13;90800;90899;2017;20170101;2;3;0;0,,
AT13;90900;90901;2017;20170101;1;1;306;156,,
AT13;90900;90901;2017;20170101;1;2;2157;1143,,
AT13;90900;90901;2017;20170101;1;3;458;73,,
AT13;90900;90901;2017;20170101;2;1;294;157,,
AT13;90900;90901;2017;20170101;2;2;2275;1112,,
AT13;90900;90901;2017;20170101;2;3;698;81,,
AT13;90900;90902;2017;20170101;1;1;446;205,,
AT13;90900;90902;2017;20170101;1;2;2581;1446,,
AT13;90900;90902;2017;20170101;1;3;676;91,,
AT13;90900;90902;2017;20170101;2;1;406;202,,
AT13;90900;90902;2017;20170101;2;2;2712;1305,,
AT13;90900;90902;2017;20170101;2;3;1094;94,,
AT13;90900;90903;2017;20170101;1;1;170;149,,
AT13;90900;90903;2017;20170101;1;2;1093;652,,
AT13;90900;90903;2017;20170101;1;3;193;31,,
AT13;90900;90903;2017;20170101;2;1;156;118,,
AT13;90900;90903;2017;20170101;2;2;1186;695,,
AT13;90900;90903;2017;20170101;2;3;309;32,,
AT13;90900;90904;2017;20170101;1;1;304;231,,
AT13;90900;90904;2017;20170101;1;2;2252;1581,,
AT13;90900;90904;2017;20170101;1;3;438;83,,
AT13;90900;90904;2017;20170101;2;1;276;226,,
AT13;90900;90904;2017;20170101;2;2;2354;1510,,
AT13;90900;90904;2017;20170101;2;3;691;74,,
AT13;90900;90905;2017;20170101;1;1;222;112,,
AT13;90900;90905;2017;20170101;1;2;1226;607,,
AT13;90900;90905;2017;20170101;1;3;350;36,,
AT13;90900;90905;2017;20170101;2;1;234;134,,
AT13;90900;90905;2017;20170101;2;2;1334;671,,
AT13;90900;90905;2017;20170101;2;3;491;46,,
AT13;90900;90906;2017;20170101;1;1;94;38,,
AT13;90900;90906;2017;20170101;1;2;534;268,,
AT13;90900;90906;2017;20170101;1;3;124;20,,
AT13;90900;90906;2017;20170101;2;1;99;46,,
AT13;90900;90906;2017;20170101;2;2;536;310,,
AT13;90900;90906;2017;20170101;2;3;178;27,,
AT13;90900;90999;2017;20170101;1;1;0;0,,
AT13;90900;90999;2017;20170101;1;2;0;0,,
AT13;90900;90999;2017;20170101;1;3;0;0,,
AT13;90900;90999;2017;20170101;2;1;0;0,,
AT13;90900;90999;2017;20170101;2;2;0;0,,
AT13;90900;90999;2017;20170101;2;3;0;0,,
AT13;91000;91001;2017;20170101;1;1;463;183,,
AT13;91000;91001;2017;20170101;1;2;1284;719,,
AT13;91000;91001;2017;20170101;1;3;47;26,,
AT13;91000;91001;2017;20170101;2;1;431;169,,
AT13;91000;91001;2017;20170101;2;2;1322;771,,
AT13;91000;91001;2017;20170101;2;3;63;32,,
AT13;91000;91002;2017;20170101;1;1;821;916,,
AT13;91000;91002;2017;20170101;1;2;3880;4074,,
AT13;91000;91002;2017;20170101;1;3;860;206,,
AT13;91000;91002;2017;20170101;2;1;849;853,,
AT13;91000;91002;2017;20170101;2;2;3529;3399,,
AT13;91000;91002;2017;20170101;2;3;1199;239,,
AT13;91000;91003;2017;20170101;1;1;326;272,,
AT13;91000;91003;2017;20170101;1;2;1421;1125,,
AT13;91000;91003;2017;20170101;1;3;450;75,,
AT13;91000;91003;2017;20170101;2;1;318;222,,
AT13;91000;91003;2017;20170101;2;2;1484;992,,
AT13;91000;91003;2017;20170101;2;3;651;77,,
AT13;91000;91004;2017;20170101;1;1;282;517,,
AT13;91000;91004;2017;20170101;1;2;1333;2426,,
AT13;91000;91004;2017;20170101;1;3;348;130,,
AT13;91000;91004;2017;20170101;2;1;275;486,,
AT13;91000;91004;2017;20170101;2;2;1227;1851,,
AT13;91000;91004;2017;20170101;2;3;518;129,,
AT13;91000;91005;2017;20170101;1;1;954;719,,
AT13;91000;91005;2017;20170101;1;2;3667;3248,,
AT13;91000;91005;2017;20170101;1;3;744;218,,
AT13;91000;91005;2017;20170101;2;1;886;654,,
AT13;91000;91005;2017;20170101;2;2;3666;2833,,
AT13;91000;91005;2017;20170101;2;3;992;231,,
AT13;91000;91006;2017;20170101;1;1;531;662,,
AT13;91000;91006;2017;20170101;1;2;2221;2928,,
AT13;91000;91006;2017;20170101;1;3;461;160,,
AT13;91000;91006;2017;20170101;2;1;536;624,,
AT13;91000;91006;2017;20170101;2;2;2095;2474,,
AT13;91000;91006;2017;20170101;2;3;612;177,,
AT13;91000;91007;2017;20170101;1;1;507;425,,
AT13;91000;91007;2017;20170101;1;2;2456;1957,,
AT13;91000;91007;2017;20170101;1;3;934;124,,
AT13;91000;91007;2017;20170101;2;1;493;409,,
AT13;91000;91007;2017;20170101;2;2;2529;1717,,
AT13;91000;91007;2017;20170101;2;3;1409;141,,
AT13;91000;91008;2017;20170101;1;1;422;432,,
AT13;91000;91008;2017;20170101;1;2;1748;2002,,
AT13;91000;91008;2017;20170101;1;3;508;103,,
AT13;91000;91008;2017;20170101;2;1;434;379,,
AT13;91000;91008;2017;20170101;2;2;1705;1679,,
AT13;91000;91008;2017;20170101;2;3;714;128,,
AT13;91000;91009;2017;20170101;1;1;271;142,,
AT13;91000;91009;2017;20170101;1;2;1182;421,,
AT13;91000;91009;2017;20170101;1;3;252;39,,
AT13;91000;91009;2017;20170101;2;1;271;123,,
AT13;91000;91009;2017;20170101;2;2;1180;466,,
AT13;91000;91009;2017;20170101;2;3;370;46,,
AT13;91000;91010;2017;20170101;1;1;877;537,,
AT13;91000;91010;2017;20170101;1;2;3705;2902,,
AT13;91000;91010;2017;20170101;1;3;1259;167,,
AT13;91000;91010;2017;20170101;2;1;844;487,,
AT13;91000;91010;2017;20170101;2;2;3618;2232,,
AT13;91000;91010;2017;20170101;2;3;1962;174,,
AT13;91000;91011;2017;20170101;1;1;608;183,,
AT13;91000;91011;2017;20170101;1;2;2202;687,,
AT13;91000;91011;2017;20170101;1;3;680;45,,
AT13;91000;91011;2017;20170101;2;1;532;178,,
AT13;91000;91011;2017;20170101;2;2;2103;791,,
AT13;91000;91011;2017;20170101;2;3;984;55,,
AT13;91000;91012;2017;20170101;1;1;237;36,,
AT13;91000;91012;2017;20170101;1;2;720;197,,
AT13;91000;91012;2017;20170101;1;3;56;11,,
AT13;91000;91012;2017;20170101;2;1;236;39,,
AT13;91000;91012;2017;20170101;2;2;722;241,,
AT13;91000;91012;2017;20170101;2;3;59;12,,
